Name,Play
Matt Nichols,"struck out swinging, reached on a fielder's choice (3-2 KBBBSS); M. Levant advanced to second; M. Seibert advanced to third; J. Burke out at home c unassisted."
Jack Burke,to 2b.
Jack Pistner,intentionally walked.
Jack Burke,"tripled to left center, 3 RBI (2-0 BB); J. Pistner scored; D. Preziuso scored; J. McCloskey scored."
Henry Smith,singled through the left side (0-0); Davis advanced to second.
Matt Nichols,"grounded out to p, bunt (0-0)."
Jack Pistner,"doubled to left center, 2 RBI (3-2 BFFBB); K. Miller scored."
Henry Smith,flied out to lf (1-0 B).
Jack Pistner,"singled to center field, RBI (2-1 KBB); K. Miller advanced to second; D. Preziuso scored."
Henry Smith,"singled to left field, RBI (0-1 K); Hubinger scored."
Jack Pistner,struck out swinging (1-2 BFSS).
Ryan Wootten,to p for C. Wong.
Henry Smith,singled through the right side (2-2 BKBF); Hubinger advanced to third.
Jack Pistner,popped up to 2b (3-2 KFBBB).
Matt Nichols,to rf for T. Neels.
Henry Smith,"out at first 1b to p, SAC, bunt (0-0); Hubinger advanced to second."
Jack Pistner,intentionally walked.
Henry Smith,singled through the right side (2-2 BFBFF).
Jack Burke,pinch hit for M. Nichols.
Jack Burke,flied out to cf (0-0).
Jack Pistner,"singled down the lf line, RBI (0-0); K. Miller advanced to second; D. Preziuso scored."
Jack Burke,to rf.
Jack Pistner,struck out swinging (0-2 SSS).
Matt Nichols,"singled to third base, bunt (2-1 SBB)."
Jack Pistner,grounded out to 3b (2-1 BFB).
Bruno Spadafora,to p for Giammarino.
Jack Burke,to lf for D. Preziuso.
Matt Nichols,walked (3-2 KBSFBBB).
Matt Nichols,stole second.
Jack Burke,walked (3-0 BBBB).
Jack Burke,"advanced to second on the error; M. Nichols advanced to third on a wild pitch, scored on a throwing error by c, unearned."
Jack Pistner,struck out swinging (1-2 BKSS).
Aidan Brusey,to p for B. Spadafora.
Matt Nichols,flied out to rf (2-2 KKBFBF).
Jack Burke,grounded out to ss (2-1 SBB).
Zach Klein,to cf for K. Miller.
Robert Murphy,to ss for J. Pistner.
Tyler Lizell,to p for Spadaccini.
Zach Klein,struck out swinging (2-2 KBBKS).
Robert Murphy,lined out to rf (2-2 BFKB).
Liam Gregory,pinch hit for M. Peipher.
Liam Gregory,grounded out to 1b unassisted (0-2 FK).
Matt Nichols,struck out swinging (1-2 SKBS).
Jack Pistner,struck out swinging (3-2 BKBFFFBS).
Matt Nichols,struck out swinging (0-2 FKS).
Jack Pistner,flied out to cf (2-1 BKB).
Matt Nichols,reached on a fielder's choice to third base (0-0); J. McCloskey out at second 3b to 2b.
Jack Pistner,doubled down the rf line (1-1 BS).
Matt Nichols,grounded out to 2b (0-2 KF).
Connor Stewart,to p for P. Clementi.
Jack Pistner,reached on a fielder's choice to first base (0-0); K. Miller out at second 1b to ss.
Jack Pistner,advanced to second on a passed ball.
Ryan Wootten,to p for C. Stewart.
Matt Nichols,struck out swinging (3-2 BKBFBFS); M. Seibert stole second.
Jack Pistner,intentionally walked.
Robert Murphy,to 3b for M. Peipher.
Jack Pistner,walked.
Jack Burke,grounded out to 3b.
Jack Pistner,singled to shortstop.
Jack Pistner,stole second.
Connor Stewart,to p for R. Wootten.
Jack Burke,lined out to rf.
Jack Pistner,doubled to left field.
Jack Burke,grounded out to 2b.
Jack Pistner,"singled to center field, advanced to second on the throw; K. Miller advanced to third."
Zach Klein,pinch ran for D. Preziuso.
Zach Klein,to dh.
Robert Murphy,to 3b for A. Donlan.
Jack Burke,grounded out to 3b.
Jack Pistner,hit by pitch.
Jack Pistner,singled to left field (2-1 BSB).
Bruno Spadafora,to p for P. Clementi.
Matt Nichols,struck out looking (1-2 SSBFS).
Jack Pistner,flied out to lf (3-2 SFFBBB).
Matt Nichols,singled up the middle (0-1 S).
Jack Pistner,"doubled down the rf line, RBI (1-0 B); D. Preziuso advanced to third; M. Nichols scored."
Matt Nichols,struck out swinging (0-2 SSFS).
Jack Pistner,walked (3-1 BBSBB).
Liam Gregory,pinch hit for M. Levant.
Liam Gregory,"singled through the left side, advanced to second on an error by lf, 3 RBI (2-1 SBB); T. Neels scored, unearned; P. Toothman scored, unearned; M. Peipher scored, unearned."
Robert Murphy,to 3b for E. Ajewole.
Liam Gregory,to lf.
Tyler Hillson,to p for A. Weinbrum.
Aidan Brusey,pinch hit for J. Pistner.
Aidan Brusey,flied out to cf (0-1 S).
Brendan Laqui,pinch hit for K. Miller.
Brendan Laqui,fouled out to 1b (1-2 FFB).
Robert Murphy,to ss.
Robert Murphy,to ss for A. Kirby.
Brendan Laqui,to c.
Zach Klein,to p for T. Hillson.
Jack Burke,to 2b for P. Toothman.
Jack Burke,flied out to lf (1-2 BSSFF).
Liam Gregory,singled to right center; M. Seibert advanced to second.
Liam Gregory,advanced to second on a balk; M. Seibert advanced to third on a balk.
Robert Murphy,"singled through the left side, 2 RBI (1-1 BS); L. Gregory scored; M. Seibert scored."
Robert Murphy,advanced to second on a balk.
Jack Pistner,grounded out to 1b unassisted.
Matt Nichols,struck out swinging.
Jack Pistner,flied out to lf.
Matt Nichols,walked; J. McCloskey advanced to second.
Jack Pistner,"tripled to right field, RBI; M. Nichols scored."
Matt Nichols,reached on an error by ss; J. McCloskey advanced to second.
Jack Pistner,flied out to cf.
Robert Murphy,to 3b for A. Kirby.
Robert Murphy,struck out swinging.
Matt Nichols,grounded out to 3b.
Jack Pistner,singled to left field; D. Preziuso advanced to second.
Jack Pistner,doubled to left center.
Liam Gregory,singled to right field.
Liam Gregory,"out at first p to 1b, picked off."
Robert Murphy,walked.
Jack Pistner,reached on an error by 2b; R. Murphy advanced to second.
Liam Gregory,reached on an error by 1b.
Matt Nichols,pinch ran for L. Gregory.
Robert Murphy,"grounded out to 3b, SAC; J. McCloskey advanced to second; M. Nichols advanced to third."
Jack Pistner,grounded out to 2b.
Matt Nichols,to lf.
Matt Nichols,"homered, RBI."
Robert Murphy,singled to right field.
Jack Pistner,struck out swinging.
Matt Nichols,struck out swinging.
Robert Murphy,"reached on an error by 3b, SAC, advanced to second; J. McCloskey advanced to second on the error, scored, unearned."
Jack Pistner,intentionally walked.
Tyler Lizell,to p for J. Wheedon.
Jack Pistner,flied out to cf (3-1 BFBB).
Matt Nichols,"grounded out to p, bunt (0-0)."
Connor Stewart,to p for C. Sikora.
Jack Pistner,flied out to rf (3-1 BBBK).
Matt Nichols,"tripled to left field, 2 RBI (0-1 K); M. Levant scored; J. McCloskey scored."
Jack Pistner,struck out swinging (2-2 KBBKS).
Matt Nichols,grounded out to ss (3-2 BBFFB).
Jack Pistner,out at first 1b to p (3-2 BFSFBFB).
Bruno Spadafora,to p for B. Leighton.
Liam Gregory,pinch hit for J. McCloskey.
Liam Gregory,hit by pitch (0-2 SK); P. Toothman advanced to second; M. Seibert advanced to third.
Brendan Laqui,to c for A. Kirby.
Liam Gregory,to lf.
Jack Burke,to 2b for M. Nichols.
Zach Klein,to p for B. Spadafora.
Jack Burke,reached on a fielding error by ss (0-2 KS).
Aidan Brusey,to p for Z. Klein.
Tyler Hillson,to p for A. Brusey.
Sean Stites,pinch hit for B. Laqui.
Sean Stites,struck out swinging (2-2 FBBKS).
Liam Gregory,struck out swinging (0-2 KKS).
Jack Pistner,singled to right field (2-2 BFBK); K. Miller advanced to second.
Matt Nichols,"doubled down the lf line, RBI (0-0); M. Seibert scored."
Brendan Laqui,flied out to cf (0-0).
Matt Nichols,advanced to third on a wild pitch.
Robert Murphy,flied out to lf (1-1 KB).
Jack Pistner,"singled, out at second rf to ss (1-0 B); P. Toothman advanced to third."
Matt Nichols,walked (3-0 BBBB).
Matt Nichols,stole second.
Brendan Laqui,hit by pitch (3-1 BBKB).
Robert Murphy,"doubled to center field, 2 RBI (2-1 BKB); B. Laqui scored; M. Nichols scored."
Jack Pistner,walked (3-2 BBBKFB).
Matt Nichols,struck out looking (1-2 KFFBFK).
Brendan Laqui,struck out looking (2-2 BBSFK).
Robert Murphy,popped up to ss (2-1 KBB).
Jack Pistner,singled to right field (0-0); K. Miller advanced to second.
Matt Nichols,grounded out to 3b (1-2 KSB).
Tyler Hillson,to p for M. Levant.
Jack Pistner,struck out swinging (1-2 KBSS).
Jack Pistner,fouled out to lf (1-1 KB).
Matt Nichols,walked (3-0 BBBB).
Matt Nichols,stole second.
Jack Pistner,flied out to cf to left center (1-2 BKK).
Matt Nichols,struck out looking (1-2 KBSK).
Jack Pistner,walked (3-2 BBKSBB).
Jack Burke,to lf for K. Miller.
Matt Nichols,to cf.
Ryan Wootten,to p for J. Wheedon.
Matt Nichols,singled to third base (0-2 KF).
Jack Pistner,"singled to right field, RBI (0-0); D. Preziuso advanced to third; M. Nichols scored."
Jack Burke,"singled through the left side, RBI (0-0); J. Pistner advanced to second; D. Preziuso scored."
Jack Pistner,out at third c to 3b.
Matt Nichols,grounded out to 2b (0-1 S).
Jack Pistner,flied out to rf (1-2 BKKF).
Tyler Lizell,to p for J. Burke.
Matt Nichols,fouled out to c (0-2 SK).
Jack Pistner,struck out looking (3-2 BSSBBK).
Robert Murphy,popped up to 3b (1-1 KB).
Matt Nichols,doubled to left field (1-0 B).
Jack Pistner,doubled to left center (0-0); D. Preziuso advanced to third.
Robert Murphy,singled through the right side (0-2 KK); J. McCloskey advanced to third.
Matt Nichols,flied out to cf to left center (3-2 FFFBBB).
Jack Pistner,"struck out swinging, out at first c to 1b (1-2 FFFFFFFBS)."
Jack Burke,to 2b for J. Pistner.
Robert Murphy,to ss.
Connor Stewart,to p for P. Clementi.
Zach Klein,pinch ran for A. Kirby.
Robert Murphy,singled to left field (1-0 B); J. McCloskey advanced to second.
Matt Nichols,"singled through the left side (0-0); R. Murphy advanced to second; J. McCloskey advanced to third, scored on a fielding error by lf."
Jack Burke,"flied out to rf, SF, RBI (1-1 BF); R. Murphy scored."
Matt Nichols,out at third c to 3b.
Robert Murphy,walked (3-1 BBBKB).
Matt Nichols,struck out swinging (0-2 SSS).
Jack Burke,flied out to lf (3-2 KBBFB).
Jack Pistner,struck out swinging.
Matt Nichols,struck out swinging.
Jack Pistner,grounded out to 2b.
Bruno Spadafora,to p for C. Wong.
Matt Nichols,struck out swinging.
Jack Pistner,struck out swinging.
Vito Gallello,to p for B. Spadafora.
Sean Stites,pinch ran for M. Seibert.
Zach Klein,pinch ran for J. McCloskey.
Matt Nichols,struck out swinging.
Jack Burke,to lf for D. Preziuso.
Brendan Laqui,to c for Z. Klein.
Jack Burke,struck out swinging.
Jack Pistner,walked; A. Donlan advanced to second.
Matthew Vivona,popped up to 2b.
Jack Pistner,"tripled to right center, RBI; David Preziuso scored."
Jack Amirata,"reached first on an error by 2b; Emmanuel Ajewole advanced to second; Jack Pistner scored, unearned."
Alexey Stout,reached on a fielder's choice; Jack Amirata out at second ss unassisted; Emmanuel Ajewole advanced to third.
Robert Murphy,flied out to cf.
Adam Hicks,flied out to lf.
Brendan Laqui,flied out to cf to left center.
Matthew Vivona,grounded out to 2b.
Jack Pistner,struck out swinging.
Jack Amirata,flied out to rf.
Alexey Stout,struck out swinging.
Robert Murphy,walked.
Adam Hicks,flied out to lf.
Brendan Laqui,"reached first on an error by cf, advanced to third; Robert Murphy scored, unearned."
Matthew Vivona,popped up to 1b.
Jack Pistner,flied out to cf.
Connor Stewart,to p for James Wheedon.
Jack Amirata,popped up to 1b.
Alexey Stout,flied out to cf.
Robert Murphy,grounded out to ss.
Adam Hicks,singled to left field.
Brendan Laqui,grounded into double play ss to 2b to 1b; Adam Hicks out on the play.
Matthew Vivona,singled up the middle.
Jack Pistner,grounded out p to 2b to 1b; Matthew Vivona advanced to second.
Jack Burke,pinch ran for Emmanuel Ajewole.
Jack Burke,stole second; Matthew Vivona stole third.
Alexey Stout,"singled through the left side, 2 RBI; Jack Burke scored; Matthew Vivona scored."
Alexey Stout,stole second.
Robert Murphy,walked.
Adam Hicks,grounded out to ss.
Jack Burke,to dh.
Brendan Laqui,popped up to 2b.
Matthew Vivona,singled to right center; David Preziuso advanced to second.
Jack Pistner,struck out swinging.
Jack Burke,walked; Matthew Vivona advanced to second; David Preziuso advanced to third.
Alexey Stout,"walked, RBI; Tristan Neels advanced to second; Jack Burke advanced to third; Matthew Vivona scored, unearned."
Robert Murphy,flied out to lf.
Alexey Stout,walked; David Preziuso advanced to second.
Jack Pistner,singled to shortstop; Alexey Stout advanced to second; David Preziuso advanced to third.
Matthew Vivona,"singled to center field, RBI; Jack Pistner advanced to second; Alexey Stout advanced to third; David Preziuso scored."
Jack Burke,"hit by pitch, RBI; Matthew Vivona advanced to second; Jack Pistner advanced to third; Alexey Stout scored."
Adam Hicks,"reached on a fielder's choice, RBI; Jack Burke out at second 2b to ss; Matthew Vivona advanced to third; Jack Pistner scored."
Adam Hicks,stole second.
Alexey Stout,lined out to cf.
Jack Pistner,singled through the left side.
Matthew Vivona,walked; Jack Pistner advanced to second.
Jack Burke,reached on a fielder's choice; Matthew Vivona out at second 3b to 2b; Jack Pistner advanced to third.
Jack Burke,stole second.
Adam Hicks,"singled to left field, RBI; Jack Burke advanced to third; Jack Pistner scored."
Alexey Stout,struck out swinging.
Jack Pistner,struck out swinging.
John Francesconi,to p for Ryan Wootten.
Matthew Vivona,"singled to third base, advanced to second on a throwing error by 3b."
Matthew Vivona,advanced to third on a wild pitch.
Jack Burke,"singled to right field, RBI; Matthew Vivona scored, unearned."
Adam Hicks,fouled out to 1b.
Alexey Stout,walked; David Preziuso advanced to second.
Jack Pistner,flied out to cf; David Preziuso advanced to third.
Matthew Vivona,"singled to left field, RBI; Alexey Stout advanced to second; David Preziuso scored."
Alexey Stout,stole third.
Jack Burke,"doubled to left center, 2 RBI; Matthew Vivona scored; Alexey Stout scored."
Jack Burke,advanced to third on a passed ball.
Adam Hicks,"singled down the lf line, RBI; Jack Burke scored."
Alexey Stout,flied out to rf.
Jack Pistner,walked.
Matthew Vivona,singled to left field; Jack Pistner advanced to second.
Jack Burke,singled to right center; Matthew Vivona advanced to second; Jack Pistner advanced to third.
Adam Hicks,struck out looking.
Tyler Hillson,to p for John Francesconi.
Alexey Stout,singled through the left side; Brian Anderson advanced to third.
Jack Pistner,popped up to cf.
Matthew Vivona,flied out to cf to left center.
Jack Burke,grounded out to 3b.
Adam Hicks,singled to right field.
Adam Hicks,"out at second c to 2b, caught stealing."
Alexey Stout,"singled to left field, RBI; David Preziuso scored, unearned."
Jack Pistner,singled to left field; Alexey Stout advanced to third.
Matthew Vivona,"doubled down the lf line, RBI; Jack Pistner advanced to third; Alexey Stout scored, unearned."
Tyler Lizell,to p for Tyler Hillson.
Jack Burke,doubled down the rf line.
Matthew Vivona,struck out swinging.
Jack Burke,"out at third c to 3b, caught stealing."
Jack Pistner,walked.
Alexey Stout,lined out to 3b.
Adam Hicks,reached first on an error by 3b; J. Pistner advanced to second.
Robert Murphy,struck out swinging.
Tyler Hillson,to p for J. Wheedon.
Brendan Laqui,singled to first base.
Jack Burke,singled to center field; B. Laqui advanced to third.
Matthew Vivona,"singled to center field, RBI; J. Burke advanced to second; B. Laqui scored."
Jack Pistner,grounded out to 1b unassisted; M. Vivona advanced to second; J. Burke advanced to third.
Matthew Vivona,"advanced to third on a wild pitch; J. Burke scored on a wild pitch, J. Burke."
Alexey Stout,struck out swinging.
Adam Hicks,grounded out to p.
Robert Murphy,lined out to cf.
Zach Klein,to p for P. Clementi.
Brendan Laqui,struck out swinging.
Jack Burke,"tripled, RBI; D. Preziuso scored."
Matthew Vivona,"singled up the middle, RBI; J. Burke scored."
Jack Pistner,lined out to 2b.
Alexey Stout,struck out swinging.
Brendan Trotta,to p for Z. Klein.
Adam Hicks,struck out swinging.
Robert Murphy,singled to shortstop; DelGuercio advanced to third.
Robert Murphy,"advanced to second on a wild pitch; DelGuercio scored on a wild pitch, unearned."
Brett Townsley,to p for B. Trotta.
Jack Amirata,pinch hit for J. Burke.
Jack Amirata,struck out looking.
Jack Amirata,to rf.
Robert Murphy,to ss for A. Stout.
Matt Nichols,to cf for A. Hicks.
Robert Murphy,to 3b for W. Bercaw.
Matt Nichols,lined out to cf.
Robert Murphy,to ss.
Liam Gregory,pinch hit for D. Ed.
Liam Gregory,popped up to lf.
Jack Amirata,struck out swinging.
Jack Burke,flied out to rf.
Alexey Stout,flied out to lf.
Matthew Vivona,walked.
Jack Pistner,walked; M. Vivona advanced to second.
Matt Nichols,struck out swinging.
Connor Stewart,to p for J. Francesco.
Brendan Laqui,doubled to left field.
Brendan Laqui,stole third.
Jack Burke,"grounded out to 2b, RBI; B. Laqui scored."
Alexey Stout,grounded out to ss.
Matthew Vivona,popped up to 1b.
Jack Pistner,grounded out to 1b unassisted.
Matt Nichols,struck out swinging.
Adam Hicks,pinch hit for M. Levant.
Adam Hicks,"struck out swinging; W. Bercaw out at second c to 2b, caught stealing."
Brendan Laqui,tripled to center field.
Jack Burke,"doubled to left center, RBI; B. Laqui scored."
Alexey Stout,walked.
Matthew Vivona,"singled to left center, RBI; A. Stout advanced to third; J. Burke scored."
Jack Pistner,"singled through the left side, RBI; M. Vivona advanced to second; A. Stout scored."
Matt Nichols,"tripled to center field, 3 RBI; D. Preziuso scored; J. Pistner scored; M. Vivona scored."
Adam Hicks,reached on a fielder's choice; E. Ajewole out at second ss to 2b.
Jack Pistner,to 1b.
Robert Murphy,to 3b for E. Ajewole.
Brendan Laqui,walked.
Jack Burke,singled to left field; B. Laqui advanced to third.
Alexey Stout,"reached on a fielder's choice, RBI; J. Burke out at second ss to 2b; B. Laqui scored."
Alexey Stout,advanced to second on a wild pitch.
Matthew Vivona,grounded out to p; A. Stout advanced to third.
Jack Pistner,flied out to rf.
